Log Producao Fabrica: Veiculo[id=1, cor=Vermelho, tipo=SUV, estacao=1, funcionario=2, pos=0]
Log Producao Fabrica: Veiculo[id=221, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20]
Log Venda Fabrica: Veiculo[id=221, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 3 (pos=30)
Log Producao Fabrica: Veiculo[id=222, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21]
Log Venda Fabrica: Veiculo[id=222, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 1 (pos=34)
Log Producao Fabrica: Veiculo[id=223, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22]
Log Venda Fabrica: Veiculo[id=223, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 2 (pos=36)
Log Producao Fabrica: Veiculo[id=224, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23]
Log Venda Fabrica: Veiculo[id=224, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 3 (pos=31)
Log Producao Fabrica: Veiculo[id=225, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24]
Log Venda Fabrica: Veiculo[id=225, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 1 (pos=35)
Log Producao Fabrica: Veiculo[id=226, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25]
Log Venda Fabrica: Veiculo[id=226, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 2 (pos=37)
Log Producao Fabrica: Veiculo[id=227, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26]
Log Venda Fabrica: Veiculo[id=227, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 3 (pos=32)
Log Producao Fabrica: Veiculo[id=228, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27]
Log Venda Fabrica: Veiculo[id=228, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 1 (pos=36)
Log Producao Fabrica: Veiculo[id=229, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28]
Log Venda Fabrica: Veiculo[id=229, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 2 (pos=38)
Log Producao Fabrica: Veiculo[id=230, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29]
Log Venda Fabrica: Veiculo[id=231, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 1 (pos=37)
Log Producao Fabrica: Veiculo[id=231, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30]
Log Venda Fabrica: Veiculo[id=230, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 3 (pos=33)
Log Venda Fabrica: Veiculo[id=233, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 1 (pos=38)
Log Producao Fabrica: Veiculo[id=232, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31]
Log Venda Fabrica: Veiculo[id=232, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 2 (pos=39)
Log Producao Fabrica: Veiculo[id=233, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32]
Log Producao Fabrica: Veiculo[id=234, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33]
Log Venda Fabrica: Veiculo[id=234, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 3 (pos=34)
Log Venda Fabrica: Veiculo[id=235, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 3 (pos=35)
Log Producao Fabrica: Veiculo[id=235, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=34]
Log Producao Fabrica: Veiculo[id=236, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35]
Log Venda Fabrica: Veiculo[id=236, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 2 (pos=0)
Log Producao Fabrica: Veiculo[id=237, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=36]
Log Venda Fabrica: Veiculo[id=237, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 3 (pos=36)
Log Producao Fabrica: Veiculo[id=238, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37]
Log Venda Fabrica: Veiculo[id=238, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 1 (pos=39)
Log Producao Fabrica: Veiculo[id=239, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38]
Log Venda Fabrica: Veiculo[id=239, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 2 (pos=1)
Log Producao Fabrica: Veiculo[id=240, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=39]
Log Venda Fabrica: Veiculo[id=240, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 3 (pos=37)
Log Producao Fabrica: Veiculo[id=241, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0]
Log Venda Fabrica: Veiculo[id=241, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 1 (pos=0)
Log Producao Fabrica: Veiculo[id=242, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1]
Log Venda Fabrica: Veiculo[id=242, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 2 (pos=2)
Log Producao Fabrica: Veiculo[id=243, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2]
Log Venda Fabrica: Veiculo[id=243, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 3 (pos=38)
Log Producao Fabrica: Veiculo[id=244, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3]
Log Venda Fabrica: Veiculo[id=244, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 1 (pos=1)
Log Producao Fabrica: Veiculo[id=245, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4]
Log Venda Fabrica: Veiculo[id=245, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 2 (pos=3)
Log Producao Fabrica: Veiculo[id=246, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5]
Log Venda Fabrica: Veiculo[id=246, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 3 (pos=39)
Log Producao Fabrica: Veiculo[id=247, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6]
Log Venda Fabrica: Veiculo[id=247, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 1 (pos=2)
Log Producao Fabrica: Veiculo[id=248, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7]
Log Venda Fabrica: Veiculo[id=248, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=4)
Log Producao Fabrica: Veiculo[id=249, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8]
Log Venda Fabrica: Veiculo[id=249, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 3 (pos=0)
Log Producao Fabrica: Veiculo[id=250, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9]
Log Venda Fabrica: Veiculo[id=251, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=5)
Log Producao Fabrica: Veiculo[id=251, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10]
Log Venda Fabrica: Veiculo[id=250, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 1 (pos=3)
Log Producao Fabrica: Veiculo[id=252, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11]
Log Producao Fabrica: Veiculo[id=253, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12]
Log Venda Fabrica: Veiculo[id=252, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 3 (pos=1)
Log Venda Fabrica: Veiculo[id=253, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 2 (pos=6)
Log Venda Fabrica: Veiculo[id=254, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 1 (pos=4)
Log Producao Fabrica: Veiculo[id=254, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=13]
Log Producao Fabrica: Veiculo[id=255, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=14]
Log Venda Fabrica: Veiculo[id=256, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 2 (pos=7)
Log Producao Fabrica: Veiculo[id=256, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15]
Log Producao Fabrica: Veiculo[id=257, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16]
Log Producao Fabrica: Veiculo[id=258, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17]
Log Venda Fabrica: Veiculo[id=255, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 3 (pos=2)
Log Venda Fabrica: Veiculo[id=258, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 2 (pos=8)
Log Venda Fabrica: Veiculo[id=257, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 1 (pos=5)
Log Producao Fabrica: Veiculo[id=259, cor=Vermelho, tipo=SUV, estacao=1, funcionario=5, pos=18]
Log Venda Fabrica: Veiculo[id=259, cor=Vermelho, tipo=SUV, estacao=1, funcionario=5, pos=18] -> Loja 3 (pos=3)
Log Producao Fabrica: Veiculo[id=260, cor=Verde, tipo=Sedan, estacao=1, funcionario=3, pos=19]
Log Venda Fabrica: Veiculo[id=260, cor=Verde, tipo=Sedan, estacao=1, funcionario=3, pos=19] -> Loja 2 (pos=9)
Log Producao Fabrica: Veiculo[id=261, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20]
Log Venda Fabrica: Veiculo[id=261, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 1 (pos=6)
Log Producao Fabrica: Veiculo[id=262, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21]
Log Venda Fabrica: Veiculo[id=262, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 3 (pos=4)
Log Producao Fabrica: Veiculo[id=263, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22]
Log Venda Fabrica: Veiculo[id=263, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 2 (pos=10)
Log Producao Fabrica: Veiculo[id=264, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23]
Log Venda Fabrica: Veiculo[id=264, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 1 (pos=7)
Log Producao Fabrica: Veiculo[id=265, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24]
Log Venda Fabrica: Veiculo[id=265, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 3 (pos=5)
Log Producao Fabrica: Veiculo[id=266, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25]
Log Venda Fabrica: Veiculo[id=266, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 2 (pos=11)
Log Producao Fabrica: Veiculo[id=267, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26]
Log Venda Fabrica: Veiculo[id=267, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 1 (pos=8)
Log Producao Fabrica: Veiculo[id=268, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27]
Log Venda Fabrica: Veiculo[id=268, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 3 (pos=6)
Log Venda Fabrica: Veiculo[id=269, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 2 (pos=12)
Log Producao Fabrica: Veiculo[id=269, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28]
Log Producao Fabrica: Veiculo[id=270, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29]
Log Venda Fabrica: Veiculo[id=270, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 1 (pos=9)
Log Venda Fabrica: Veiculo[id=271, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 1 (pos=10)
Log Producao Fabrica: Veiculo[id=271, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30]
Log Producao Fabrica: Veiculo[id=272, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31]
Log Venda Fabrica: Veiculo[id=272, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 2 (pos=13)
Log Producao Fabrica: Veiculo[id=273, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32]
Log Venda Fabrica: Veiculo[id=273, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 3 (pos=7)
Log Producao Fabrica: Veiculo[id=274, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=33]
Log Producao Fabrica: Veiculo[id=275, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=34]
Log Venda Fabrica: Veiculo[id=274, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 1 (pos=11)
Log Venda Fabrica: Veiculo[id=275, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 2 (pos=14)
Log Venda Fabrica: Veiculo[id=276, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 3 (pos=8)
Log Producao Fabrica: Veiculo[id=276, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=35]
Log Producao Fabrica: Veiculo[id=277, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36]
Log Venda Fabrica: Veiculo[id=277, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 1 (pos=12)
Log Producao Fabrica: Veiculo[id=278, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37]
Log Venda Fabrica: Veiculo[id=278, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 2 (pos=15)
Log Producao Fabrica: Veiculo[id=279, cor=Azul, tipo=SUV, estacao=1, funcionario=5, pos=38]
Log Venda Fabrica: Veiculo[id=279, cor=Azul, tipo=SUV, estacao=1, funcionario=5, pos=38] -> Loja 3 (pos=9)
Log Venda Fabrica: Veiculo[id=280, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=3, pos=39] -> Loja 1 (pos=13)
Log Producao Fabrica: Veiculo[id=280, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=3, pos=39]
Log Producao Fabrica: Veiculo[id=281, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0]
Log Venda Fabrica: Veiculo[id=281, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 2 (pos=16)
Log Producao Fabrica: Veiculo[id=282, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1]
Log Venda Fabrica: Veiculo[id=282, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 3 (pos=10)
Log Producao Fabrica: Veiculo[id=283, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2]
Log Venda Fabrica: Veiculo[id=283, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 1 (pos=14)
Log Producao Fabrica: Veiculo[id=284, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3]
Log Venda Fabrica: Veiculo[id=284, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 2 (pos=17)
Log Producao Fabrica: Veiculo[id=285, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4]
Log Venda Fabrica: Veiculo[id=285, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 3 (pos=11)
Log Producao Fabrica: Veiculo[id=286, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5]
Log Venda Fabrica: Veiculo[id=286, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 1 (pos=15)
Log Producao Fabrica: Veiculo[id=287, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6]
Log Venda Fabrica: Veiculo[id=287, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 2 (pos=18)
Log Producao Fabrica: Veiculo[id=288, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7]
Log Venda Fabrica: Veiculo[id=288, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 3 (pos=12)
Log Producao Fabrica: Veiculo[id=289, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=8]
Log Venda Fabrica: Veiculo[id=289, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 1 (pos=16)
Log Producao Fabrica: Veiculo[id=290, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=9]
Log Venda Fabrica: Veiculo[id=290, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 2 (pos=19)
Log Producao Fabrica: Veiculo[id=291, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10]
Log Venda Fabrica: Veiculo[id=291, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 3 (pos=13)
Log Producao Fabrica: Veiculo[id=292, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11]
Log Producao Fabrica: Veiculo[id=293, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12]
Log Venda Fabrica: Veiculo[id=292, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 1 (pos=17)
Log Venda Fabrica: Veiculo[id=293, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 2 (pos=20)
Log Producao Fabrica: Veiculo[id=294, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=13]
Log Venda Fabrica: Veiculo[id=295, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 1 (pos=18)
Log Venda Fabrica: Veiculo[id=294, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 3 (pos=14)
Log Producao Fabrica: Veiculo[id=295, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=14]
Log Producao Fabrica: Veiculo[id=296, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=15]
Log Producao Fabrica: Veiculo[id=297, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16]
Log Venda Fabrica: Veiculo[id=297, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 1 (pos=19)
Log Venda Fabrica: Veiculo[id=296, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 2 (pos=21)
Log Producao Fabrica: Veiculo[id=298, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17]
Log Venda Fabrica: Veiculo[id=298, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 3 (pos=15)
Log Producao Fabrica: Veiculo[id=299, cor=Verde, tipo=SUV, estacao=1, funcionario=5, pos=18]
Log Producao Fabrica: Veiculo[id=300, cor=Azul, tipo=Sedan, estacao=1, funcionario=3, pos=19]
Log Venda Fabrica: Veiculo[id=299, cor=Verde, tipo=SUV, estacao=1, funcionario=5, pos=18] -> Loja 1 (pos=20)
Log Venda Fabrica: Veiculo[id=300, cor=Azul, tipo=Sedan, estacao=1, funcionario=3, pos=19] -> Loja 2 (pos=22)
Log Producao Fabrica: Veiculo[id=301, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20]
Log Venda Fabrica: Veiculo[id=301, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 3 (pos=16)
Log Producao Fabrica: Veiculo[id=302, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21]
Log Venda Fabrica: Veiculo[id=302, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 1 (pos=21)
Log Producao Fabrica: Veiculo[id=303, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22]
Log Venda Fabrica: Veiculo[id=303, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 2 (pos=23)
Log Producao Fabrica: Veiculo[id=304, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23]
Log Venda Fabrica: Veiculo[id=304, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 3 (pos=17)
Log Producao Fabrica: Veiculo[id=305, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24]
Log Venda Fabrica: Veiculo[id=305, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 1 (pos=22)
Log Venda Fabrica: Veiculo[id=306, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 1 (pos=23)
Log Producao Fabrica: Veiculo[id=306, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25]
Log Venda Fabrica: Veiculo[id=307, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 3 (pos=18)
Log Producao Fabrica: Veiculo[id=307, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26]
Log Venda Fabrica: Veiculo[id=308, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 2 (pos=24)
Log Producao Fabrica: Veiculo[id=308, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27]
Log Producao Fabrica: Veiculo[id=309, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28]
Log Venda Fabrica: Veiculo[id=309, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 1 (pos=24)
Log Producao Fabrica: Veiculo[id=310, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29]
Log Venda Fabrica: Veiculo[id=310, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 3 (pos=19)
Log Venda Fabrica: Veiculo[id=311, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 2 (pos=25)
Log Producao Fabrica: Veiculo[id=311, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30]
Log Producao Fabrica: Veiculo[id=312, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31]
Log Venda Fabrica: Veiculo[id=312, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 1 (pos=25)
Log Venda Fabrica: Veiculo[id=313, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 1 (pos=26)
Log Producao Fabrica: Veiculo[id=313, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32]
Log Producao Fabrica: Veiculo[id=314, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33]
Log Venda Fabrica: Veiculo[id=314, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 2 (pos=26)
Log Producao Fabrica: Veiculo[id=315, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=34]
Log Venda Fabrica: Veiculo[id=315, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 3 (pos=20)
Log Producao Fabrica: Veiculo[id=316, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=35]
Log Producao Fabrica: Veiculo[id=317, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36]
Log Venda Fabrica: Veiculo[id=317, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 2 (pos=27)
Log Venda Fabrica: Veiculo[id=316, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 1 (pos=27)
Log Producao Fabrica: Veiculo[id=318, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37]
Log Venda Fabrica: Veiculo[id=318, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 3 (pos=21)
Log Venda Fabrica: Veiculo[id=319, cor=Vermelho, tipo=SUV, estacao=1, funcionario=5, pos=38] -> Loja 2 (pos=28)
Log Producao Fabrica: Veiculo[id=319, cor=Vermelho, tipo=SUV, estacao=1, funcionario=5, pos=38]
Log Producao Fabrica: Veiculo[id=320, cor=Verde, tipo=Sedan, estacao=1, funcionario=3, pos=39]
Log Venda Fabrica: Veiculo[id=320, cor=Verde, tipo=Sedan, estacao=1, funcionario=3, pos=39] -> Loja 1 (pos=28)
Log Producao Fabrica: Veiculo[id=321, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0]
Log Venda Fabrica: Veiculo[id=321, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 3 (pos=22)
Log Producao Fabrica: Veiculo[id=322, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1]
Log Venda Fabrica: Veiculo[id=322, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 2 (pos=29)
Log Producao Fabrica: Veiculo[id=323, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2]
Log Venda Fabrica: Veiculo[id=323, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 1 (pos=29)
Log Producao Fabrica: Veiculo[id=324, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3]
Log Venda Fabrica: Veiculo[id=324, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 3 (pos=23)
Log Producao Fabrica: Veiculo[id=325, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4]
Log Venda Fabrica: Veiculo[id=325, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 2 (pos=30)
Log Venda Fabrica: Veiculo[id=326, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 1 (pos=30)
Log Producao Fabrica: Veiculo[id=326, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5]
Log Producao Fabrica: Veiculo[id=327, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6]
Log Venda Fabrica: Veiculo[id=327, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 3 (pos=24)
Log Venda Fabrica: Veiculo[id=328, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=31)
Log Producao Fabrica: Veiculo[id=328, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7]
Log Producao Fabrica: Veiculo[id=329, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8]
Log Venda Fabrica: Veiculo[id=329, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 1 (pos=31)
Log Producao Fabrica: Veiculo[id=330, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9]
Log Venda Fabrica: Veiculo[id=330, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 3 (pos=25)
