Log Garagem Cliente 3: Veiculo[id=2, cor=Verde, tipo=Sedan, estacao=1, funcionario=4, pos=1] (pos=0)
Log Garagem Cliente 15: Veiculo[id=385, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24] (pos=21)
Log Garagem Cliente 1: Veiculo[id=490, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] (pos=22)
Log Garagem Cliente 2: Veiculo[id=388, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27] (pos=23)
Log Garagem Cliente 14: Veiculo[id=433, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32] (pos=22)
Log Garagem Cliente 17: Veiculo[id=493, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] (pos=20)
Log Garagem Cliente 7: Veiculo[id=391, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30] (pos=21)
Log Garagem Cliente 12: Veiculo[id=436, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=35] (pos=21)
Log Garagem Cliente 16: Veiculo[id=496, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15] (pos=23)
Log Garagem Cliente 20: Veiculo[id=394, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=33] (pos=21)
Log Garagem Cliente 5: Veiculo[id=439, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=38] (pos=23)
Log Garagem Cliente 9: Veiculo[id=397, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36] (pos=22)
Log Garagem Cliente 8: Veiculo[id=402, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1] (pos=21)
Log Garagem Cliente 18: Veiculo[id=499, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18] (pos=23)
Log Garagem Cliente 10: Veiculo[id=405, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4] (pos=22)
Log Garagem Cliente 6: Veiculo[id=408, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7] (pos=21)
Log Garagem Cliente 3: Veiculo[id=440, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=39] (pos=23)
Log Garagem Cliente 1: Veiculo[id=443, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2] (pos=23)
Log Garagem Cliente 2: Veiculo[id=446, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5] (pos=24)
Log Garagem Cliente 17: Veiculo[id=449, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8] (pos=21)
Log Garagem Cliente 7: Veiculo[id=452, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11] (pos=22)
Log Garagem Cliente 12: Veiculo[id=455, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14] (pos=22)
Log Garagem Cliente 20: Veiculo[id=411, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10] (pos=22)
Log Garagem Cliente 5: Veiculo[id=414, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=13] (pos=24)
Log Garagem Cliente 9: Veiculo[id=417, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16] (pos=23)
Log Garagem Cliente 10: Veiculo[id=458, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17] (pos=23)
Log Garagem Cliente 6: Veiculo[id=461, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20] (pos=22)
Log Garagem Cliente 3: Veiculo[id=464, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23] (pos=24)
Log Garagem Cliente 2: Veiculo[id=420, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=19] (pos=25)
Log Garagem Cliente 17: Veiculo[id=423, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22] (pos=22)
Log Garagem Cliente 7: Veiculo[id=467, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26] (pos=23)
Log Garagem Cliente 12: Veiculo[id=426, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25] (pos=23)
Log Garagem Cliente 10: Veiculo[id=429, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28] (pos=24)
Log Garagem Cliente 6: Veiculo[id=432, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31] (pos=23)
Log Garagem Cliente 3: Veiculo[id=470, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29] (pos=25)
Log Garagem Cliente 2: Veiculo[id=473, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] (pos=26)
Log Garagem Cliente 17: Veiculo[id=435, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=34] (pos=23)
Log Garagem Cliente 7: Veiculo[id=438, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37] (pos=24)
Log Garagem Cliente 12: Veiculo[id=441, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0] (pos=24)
Log Garagem Cliente 6: Veiculo[id=444, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3] (pos=24)
Log Garagem Cliente 3: Veiculo[id=448, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7] (pos=26)
Log Garagem Cliente 2: Veiculo[id=476, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35] (pos=27)
Log Garagem Cliente 17: Veiculo[id=451, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] (pos=24)
Log Garagem Cliente 7: Veiculo[id=454, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13] (pos=25)
Log Garagem Cliente 3: Veiculo[id=479, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38] (pos=27)
Log Garagem Cliente 2: Veiculo[id=457, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16] (pos=28)
Log Garagem Cliente 7: Veiculo[id=482, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] (pos=26)
Log Garagem Cliente 3: Veiculo[id=485, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] (pos=28)
Log Garagem Cliente 2: Veiculo[id=460, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=19] (pos=29)
Log Garagem Cliente 7: Veiculo[id=488, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] (pos=27)
Log Garagem Cliente 2: Veiculo[id=463, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] (pos=30)
Log Garagem Cliente 7: Veiculo[id=491, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] (pos=28)
