Log Venda Loja: Veiculo[id=3, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=2] -> Cliente 4 (Loja 3)
Log Recebimento Loja: Veiculo[id=213, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 1 (pos=31)
Log Venda Loja: Veiculo[id=147, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Cliente 9 (Loja 2)
Log Recebimento Loja: Veiculo[id=214, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 2 (pos=33)
Log Venda Loja: Veiculo[id=215, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Cliente 13 (Loja 3)
Log Recebimento Loja: Veiculo[id=215, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 3 (pos=28)
Log Recebimento Loja: Veiculo[id=216, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 1 (pos=32)
Log Recebimento Loja: Veiculo[id=217, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 2 (pos=34)
Log Venda Loja: Veiculo[id=218, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Cliente 12 (Loja 3)
Log Recebimento Loja: Veiculo[id=218, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 3 (pos=29)
Log Recebimento Loja: Veiculo[id=219, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 1 (pos=33)
Log Recebimento Loja: Veiculo[id=220, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Loja 2 (pos=35)
Log Venda Loja: Veiculo[id=198, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Cliente 18 (Loja 1)
Log Venda Loja: Veiculo[id=150, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Cliente 2 (Loja 2)
Log Venda Loja: Veiculo[id=221, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Cliente 14 (Loja 3)
Log Recebimento Loja: Veiculo[id=221, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 3 (pos=30)
Log Venda Loja: Veiculo[id=201, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Cliente 16 (Loja 1)
Log Recebimento Loja: Veiculo[id=222, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 1 (pos=34)
Log Recebimento Loja: Veiculo[id=223, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 2 (pos=36)
Log Venda Loja: Veiculo[id=204, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Cliente 19 (Loja 1)
Log Venda Loja: Veiculo[id=224, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Cliente 6 (Loja 3)
Log Recebimento Loja: Veiculo[id=224, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 3 (pos=31)
Log Venda Loja: Veiculo[id=153, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Cliente 7 (Loja 2)
Log Recebimento Loja: Veiculo[id=225, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 1 (pos=35)
Log Recebimento Loja: Veiculo[id=226, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 2 (pos=37)
Log Venda Loja: Veiculo[id=207, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Cliente 1 (Loja 1)
Log Venda Loja: Veiculo[id=156, cor=Azul, tipo=Sedan, estacao=4, funcionario=3, pos=35] -> Cliente 17 (Loja 2)
Log Venda Loja: Veiculo[id=159, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Cliente 5 (Loja 2)
Log Venda Loja: Veiculo[id=227, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Cliente 11 (Loja 3)
Log Recebimento Loja: Veiculo[id=227, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 3 (pos=32)
Log Recebimento Loja: Veiculo[id=228, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 1 (pos=36)
Log Recebimento Loja: Veiculo[id=229, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 2 (pos=38)
Log Venda Loja: Veiculo[id=162, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Cliente 10 (Loja 2)
Log Recebimento Loja: Veiculo[id=231, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 1 (pos=37)
Log Venda Loja: Veiculo[id=230, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Cliente 3 (Loja 3)
Log Recebimento Loja: Veiculo[id=230, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 3 (pos=33)
Log Venda Loja: Veiculo[id=165, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Cliente 8 (Loja 2)
Log Venda Loja: Veiculo[id=210, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Cliente 15 (Loja 1)
Log Venda Loja: Veiculo[id=168, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Cliente 20 (Loja 2)
Log Recebimento Loja: Veiculo[id=232, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 2 (pos=39)
Log Recebimento Loja: Veiculo[id=233, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 1 (pos=38)
Log Venda Loja: Veiculo[id=213, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Cliente 9 (Loja 1)
Log Venda Loja: Veiculo[id=234, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Cliente 4 (Loja 3)
Log Recebimento Loja: Veiculo[id=234, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 3 (pos=34)
Log Recebimento Loja: Veiculo[id=235, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 3 (pos=35)
Log Venda Loja: Veiculo[id=216, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Cliente 13 (Loja 1)
Log Recebimento Loja: Veiculo[id=236, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 2 (pos=0)
Log Recebimento Loja: Veiculo[id=237, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 3 (pos=36)
Log Recebimento Loja: Veiculo[id=238, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 1 (pos=39)
Log Venda Loja: Veiculo[id=235, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Cliente 12 (Loja 3)
Log Recebimento Loja: Veiculo[id=239, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 2 (pos=1)
Log Recebimento Loja: Veiculo[id=240, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 3 (pos=37)
Log Venda Loja: Veiculo[id=237, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Cliente 18 (Loja 3)
Log Venda Loja: Veiculo[id=240, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Cliente 2 (Loja 3)
Log Recebimento Loja: Veiculo[id=241, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 1 (pos=0)
Log Recebimento Loja: Veiculo[id=242, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 2 (pos=2)
Log Venda Loja: Veiculo[id=243, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Cliente 14 (Loja 3)
Log Recebimento Loja: Veiculo[id=243, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 3 (pos=38)
Log Recebimento Loja: Veiculo[id=244, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 1 (pos=1)
Log Recebimento Loja: Veiculo[id=245, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 2 (pos=3)
Log Recebimento Loja: Veiculo[id=246, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 3 (pos=39)
Log Venda Loja: Veiculo[id=246, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Cliente 16 (Loja 3)
Log Venda Loja: Veiculo[id=171, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Cliente 1 (Loja 2)
Log Venda Loja: Veiculo[id=174, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=13] -> Cliente 17 (Loja 2)
Log Venda Loja: Veiculo[id=219, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Cliente 5 (Loja 1)
Log Recebimento Loja: Veiculo[id=247, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 1 (pos=2)
Log Venda Loja: Veiculo[id=222, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Cliente 11 (Loja 1)
Log Recebimento Loja: Veiculo[id=248, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=4)
Log Venda Loja: Veiculo[id=249, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Cliente 19 (Loja 3)
Log Recebimento Loja: Veiculo[id=249, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 3 (pos=0)
Log Venda Loja: Veiculo[id=225, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Cliente 10 (Loja 1)
Log Recebimento Loja: Veiculo[id=250, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 1 (pos=3)
Log Recebimento Loja: Veiculo[id=251, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=5)
Log Venda Loja: Veiculo[id=176, cor=Verde, tipo=Sedan, estacao=4, funcionario=3, pos=15] -> Cliente 3 (Loja 2)
Log Venda Loja: Veiculo[id=179, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Cliente 15 (Loja 2)
Log Venda Loja: Veiculo[id=252, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Cliente 6 (Loja 3)
Log Recebimento Loja: Veiculo[id=252, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 3 (pos=1)
Log Recebimento Loja: Veiculo[id=253, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 2 (pos=6)
Log Venda Loja: Veiculo[id=182, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Cliente 9 (Loja 2)
Log Recebimento Loja: Veiculo[id=254, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 1 (pos=4)
Log Venda Loja: Veiculo[id=185, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Cliente 4 (Loja 2)
Log Venda Loja: Veiculo[id=186, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Cliente 13 (Loja 2)
Log Recebimento Loja: Veiculo[id=256, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 2 (pos=7)
Log Venda Loja: Veiculo[id=255, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Cliente 7 (Loja 3)
Log Recebimento Loja: Veiculo[id=255, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 3 (pos=2)
Log Venda Loja: Veiculo[id=189, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Cliente 12 (Loja 2)
Log Recebimento Loja: Veiculo[id=258, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 2 (pos=8)
Log Recebimento Loja: Veiculo[id=257, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 1 (pos=5)
Log Venda Loja: Veiculo[id=259, cor=Vermelho, tipo=SUV, estacao=1, funcionario=5, pos=18] -> Cliente 8 (Loja 3)
Log Recebimento Loja: Veiculo[id=259, cor=Vermelho, tipo=SUV, estacao=1, funcionario=5, pos=18] -> Loja 3 (pos=3)
Log Venda Loja: Veiculo[id=228, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Cliente 18 (Loja 1)
Log Recebimento Loja: Veiculo[id=260, cor=Verde, tipo=Sedan, estacao=1, funcionario=3, pos=19] -> Loja 2 (pos=9)
Log Venda Loja: Veiculo[id=192, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Cliente 2 (Loja 2)
Log Recebimento Loja: Veiculo[id=261, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 1 (pos=6)
Log Recebimento Loja: Veiculo[id=262, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 3 (pos=4)
Log Venda Loja: Veiculo[id=262, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Cliente 20 (Loja 3)
Log Recebimento Loja: Veiculo[id=263, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 2 (pos=10)
Log Recebimento Loja: Veiculo[id=264, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 1 (pos=7)
Log Venda Loja: Veiculo[id=265, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Cliente 14 (Loja 3)
Log Recebimento Loja: Veiculo[id=265, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 3 (pos=5)
Log Recebimento Loja: Veiculo[id=266, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 2 (pos=11)
Log Venda Loja: Veiculo[id=231, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Cliente 1 (Loja 1)
Log Venda Loja: Veiculo[id=195, cor=Azul, tipo=SUV, estacao=2, funcionario=2, pos=34] -> Cliente 17 (Loja 2)
Log Venda Loja: Veiculo[id=199, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Cliente 5 (Loja 2)
Log Recebimento Loja: Veiculo[id=267, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 1 (pos=8)
Log Venda Loja: Veiculo[id=233, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Cliente 11 (Loja 1)
Log Recebimento Loja: Veiculo[id=268, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 3 (pos=6)
Log Venda Loja: Veiculo[id=268, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Cliente 16 (Loja 3)
Log Recebimento Loja: Veiculo[id=269, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 2 (pos=12)
Log Recebimento Loja: Veiculo[id=270, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 1 (pos=9)
Log Recebimento Loja: Veiculo[id=271, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 1 (pos=10)
Log Venda Loja: Veiculo[id=238, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Cliente 3 (Loja 1)
Log Recebimento Loja: Veiculo[id=272, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 2 (pos=13)
Log Venda Loja: Veiculo[id=241, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Cliente 6 (Loja 1)
Log Recebimento Loja: Veiculo[id=273, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 3 (pos=7)
Log Venda Loja: Veiculo[id=273, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Cliente 19 (Loja 3)
Log Recebimento Loja: Veiculo[id=274, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 1 (pos=11)
Log Recebimento Loja: Veiculo[id=275, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 2 (pos=14)
Log Venda Loja: Veiculo[id=205, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Cliente 4 (Loja 2)
Log Recebimento Loja: Veiculo[id=276, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 3 (pos=8)
Log Venda Loja: Veiculo[id=202, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Cliente 13 (Loja 2)
Log Venda Loja: Veiculo[id=208, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Cliente 7 (Loja 2)
Log Venda Loja: Veiculo[id=276, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Cliente 10 (Loja 3)
Log Recebimento Loja: Veiculo[id=277, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 1 (pos=12)
Log Recebimento Loja: Veiculo[id=278, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 2 (pos=15)
Log Venda Loja: Veiculo[id=244, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Cliente 12 (Loja 1)
Log Venda Loja: Veiculo[id=279, cor=Azul, tipo=SUV, estacao=1, funcionario=5, pos=38] -> Cliente 15 (Loja 3)
Log Recebimento Loja: Veiculo[id=279, cor=Azul, tipo=SUV, estacao=1, funcionario=5, pos=38] -> Loja 3 (pos=9)
Log Venda Loja: Veiculo[id=247, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Cliente 8 (Loja 1)
Log Recebimento Loja: Veiculo[id=280, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=3, pos=39] -> Loja 1 (pos=13)
Log Venda Loja: Veiculo[id=250, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Cliente 2 (Loja 1)
Log Recebimento Loja: Veiculo[id=281, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 2 (pos=16)
Log Venda Loja: Veiculo[id=282, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Cliente 9 (Loja 3)
Log Recebimento Loja: Veiculo[id=282, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 3 (pos=10)
Log Venda Loja: Veiculo[id=211, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Cliente 20 (Loja 2)
Log Recebimento Loja: Veiculo[id=283, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 1 (pos=14)
Log Recebimento Loja: Veiculo[id=284, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 2 (pos=17)
Log Venda Loja: Veiculo[id=285, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Cliente 18 (Loja 3)
Log Recebimento Loja: Veiculo[id=285, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 3 (pos=11)
Log Venda Loja: Veiculo[id=214, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Cliente 14 (Loja 2)
Log Recebimento Loja: Veiculo[id=286, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 1 (pos=15)
Log Venda Loja: Veiculo[id=217, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Cliente 17 (Loja 2)
Log Venda Loja: Veiculo[id=220, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Cliente 5 (Loja 2)
Log Venda Loja: Veiculo[id=254, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Cliente 11 (Loja 1)
Log Recebimento Loja: Veiculo[id=287, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 2 (pos=18)
Log Recebimento Loja: Veiculo[id=288, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 3 (pos=12)
Log Venda Loja: Veiculo[id=288, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Cliente 1 (Loja 3)
Log Recebimento Loja: Veiculo[id=289, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 1 (pos=16)
Log Recebimento Loja: Veiculo[id=290, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 2 (pos=19)
Log Recebimento Loja: Veiculo[id=291, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 3 (pos=13)
Log Venda Loja: Veiculo[id=291, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Cliente 16 (Loja 3)
Log Venda Loja: Veiculo[id=257, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Cliente 3 (Loja 1)
Log Venda Loja: Veiculo[id=223, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Cliente 6 (Loja 2)
Log Venda Loja: Veiculo[id=261, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Cliente 19 (Loja 1)
Log Recebimento Loja: Veiculo[id=292, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 1 (pos=17)
Log Recebimento Loja: Veiculo[id=293, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 2 (pos=20)
Log Recebimento Loja: Veiculo[id=295, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 1 (pos=18)
Log Recebimento Loja: Veiculo[id=294, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 3 (pos=14)
Log Venda Loja: Veiculo[id=264, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Cliente 4 (Loja 1)
Log Venda Loja: Veiculo[id=294, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Cliente 13 (Loja 3)
Log Recebimento Loja: Veiculo[id=297, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 1 (pos=19)
Log Recebimento Loja: Veiculo[id=296, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 2 (pos=21)
Log Recebimento Loja: Veiculo[id=298, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 3 (pos=15)
Log Venda Loja: Veiculo[id=298, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Cliente 7 (Loja 3)
Log Venda Loja: Veiculo[id=267, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Cliente 12 (Loja 1)
Log Venda Loja: Veiculo[id=270, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Cliente 15 (Loja 1)
Log Recebimento Loja: Veiculo[id=299, cor=Verde, tipo=SUV, estacao=1, funcionario=5, pos=18] -> Loja 1 (pos=20)
Log Recebimento Loja: Veiculo[id=300, cor=Azul, tipo=Sedan, estacao=1, funcionario=3, pos=19] -> Loja 2 (pos=22)
Log Venda Loja: Veiculo[id=226, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Cliente 2 (Loja 2)
Log Venda Loja: Veiculo[id=301, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Cliente 10 (Loja 3)
Log Recebimento Loja: Veiculo[id=301, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 3 (pos=16)
Log Recebimento Loja: Veiculo[id=302, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 1 (pos=21)
Log Venda Loja: Veiculo[id=271, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Cliente 20 (Loja 1)
Log Recebimento Loja: Veiculo[id=303, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 2 (pos=23)
Log Recebimento Loja: Veiculo[id=304, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 3 (pos=17)
Log Venda Loja: Veiculo[id=304, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Cliente 8 (Loja 3)
Log Recebimento Loja: Veiculo[id=305, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 1 (pos=22)
Log Recebimento Loja: Veiculo[id=306, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 1 (pos=23)
Log Venda Loja: Veiculo[id=229, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Cliente 18 (Loja 2)
Log Venda Loja: Veiculo[id=274, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Cliente 5 (Loja 1)
Log Venda Loja: Veiculo[id=307, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Cliente 9 (Loja 3)
Log Recebimento Loja: Veiculo[id=307, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 3 (pos=18)
Log Recebimento Loja: Veiculo[id=308, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 2 (pos=24)
Log Venda Loja: Veiculo[id=277, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Cliente 1 (Loja 1)
Log Recebimento Loja: Veiculo[id=309, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 1 (pos=24)
Log Recebimento Loja: Veiculo[id=310, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 3 (pos=19)
Log Venda Loja: Veiculo[id=310, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Cliente 14 (Loja 3)
Log Recebimento Loja: Veiculo[id=311, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 2 (pos=25)
Log Venda Loja: Veiculo[id=280, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=3, pos=39] -> Cliente 16 (Loja 1)
Log Recebimento Loja: Veiculo[id=312, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 1 (pos=25)
Log Recebimento Loja: Veiculo[id=313, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 1 (pos=26)
Log Venda Loja: Veiculo[id=283, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Cliente 6 (Loja 1)
Log Venda Loja: Veiculo[id=232, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Cliente 19 (Loja 2)
Log Recebimento Loja: Veiculo[id=314, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 2 (pos=26)
Log Venda Loja: Veiculo[id=315, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Cliente 17 (Loja 3)
Log Venda Loja: Veiculo[id=286, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Cliente 13 (Loja 1)
Log Recebimento Loja: Veiculo[id=315, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 3 (pos=20)
Log Recebimento Loja: Veiculo[id=317, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 2 (pos=27)
Log Recebimento Loja: Veiculo[id=316, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 1 (pos=27)
